,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_lot
5456,2.5,3,2.0,9,475000.0,2770,0.0,2770,98881
5457,3.5,4,2.0,10,845800.0,3020,0.0,3020,12750
5458,1.75,3,1.0,7,352500.0,1170,0.0,1170,8182
5459,1.0,3,1.0,7,347000.0,1270,0.0,1270,8400
5460,2.75,4,2.0,8,560000.0,1950,0.0,1950,6192
5461,2.75,4,1.0,7,323000.0,1330,900.0,2230,50094
5462,1.75,3,1.5,7,595000.0,2220,0.0,2220,22081
5463,2.0,4,1.0,7,257500.0,1170,890.0,2060,6400
5464,1.0,3,1.0,7,450000.0,1100,0.0,1100,4600
5465,1.0,4,1.0,7,410000.0,900,240.0,1140,7208
5466,1.75,3,1.0,9,810000.0,1320,660.0,1980,13503
5467,3.0,5,1.0,7,372500.0,1300,1180.0,2480,10090
5468,1.0,3,1.0,7,325000.0,1050,0.0,1050,9083
5469,1.0,3,1.0,6,280000.0,1260,0.0,1260,7660
5470,2.0,3,1.0,6,258000.0,880,800.0,1680,19978
5471,1.0,4,1.5,7,329950.0,1360,0.0,1360,5900
5472,2.5,4,1.0,9,836000.0,2030,420.0,2450,12987
5473,2.5,5,2.0,8,365000.0,2260,0.0,2260,7040
5474,1.0,2,1.0,5,111300.0,1060,0.0,1060,6000
5475,2.5,4,2.0,10,864000.0,3720,0.0,3720,105850
5476,1.75,3,1.0,7,725000.0,1610,0.0,1610,8613
5477,2.5,4,2.0,8,550000.0,2670,680.0,3350,6605
5478,1.0,2,1.0,7,130000.0,790,0.0,790,7500
5479,1.75,2,1.0,7,765000.0,990,670.0,1660,4000
5480,1.5,3,1.0,7,255000.0,1420,0.0,1420,7480
5481,2.5,3,1.0,8,439500.0,1570,0.0,2050,40003
5482,1.75,3,1.0,7,268000.0,1250,0.0,1250,5546
5483,1.75,3,1.0,7,985000.0,1700,0.0,1700,8534
5484,2.5,4,2.0,10,751305.0,2660,0.0,2660,8469
5485,1.0,3,1.5,6,280000.0,1350,0.0,1350,7553
5486,2.0,4,1.0,7,304000.0,1110,700.0,1810,8750
5487,2.75,4,2.0,8,200000.0,1730,480.0,2210,13235
5488,1.5,3,1.0,7,325000.0,1420,700.0,2120,41325
5489,2.25,3,2.0,8,736000.0,1540,930.0,2470,11603
5490,2.5,4,2.0,9,426500.0,2700,0.0,2700,6515
5491,1.75,2,1.0,7,640000.0,880,880.0,1760,4400
5493,1.0,4,1.5,6,366350.0,1680,0.0,1680,5043
5494,1.0,2,1.0,6,365000.0,910,480.0,1390,8336
5495,2.25,4,2.0,8,482000.0,2240,0.0,2240,8322
5496,1.0,4,1.5,7,345000.0,1980,0.0,1980,7991
5497,1.75,3,1.5,8,682000.0,1830,0.0,1830,5120
5498,1.75,3,1.0,6,657500.0,980,0.0,980,6002
5499,2.5,6,2.0,8,895000.0,3550,0.0,3550,6533
5500,1.5,3,1.0,7,425000.0,920,740.0,1660,5665
5501,2.5,4,2.0,8,532500.0,2040,450.0,2490,8750
5502,2.5,4,2.0,9,540000.0,2329,0.0,2329,9436
5503,2.25,3,2.0,8,578000.0,1790,0.0,1790,9580
5504,3.0,3,2.0,8,1090000.0,1840,990.0,2830,6041
5505,1.0,3,1.0,7,322500.0,1160,0.0,1160,9750
5506,1.0,3,1.0,7,140000.0,1000,0.0,1000,10560
5507,2.5,3,1.0,8,485000.0,1820,720.0,2540,51836
5508,1.5,2,1.5,8,575000.0,1440,310.0,1750,19709
5509,2.5,3,2.0,8,421000.0,2890,0.0,2890,21780
5510,2.0,4,1.0,7,355000.0,1200,670.0,1870,3497
5511,2.25,4,2.0,8,515000.0,2200,0.0,2200,6967
5512,1.0,3,1.0,7,309000.0,1300,0.0,1300,7200
5513,2.25,5,2.0,10,815000.0,2530,880.0,3410,35536
5514,1.0,3,1.0,7,285000.0,1160,0.0,1160,7875
5515,1.75,3,1.5,8,700000.0,2100,0.0,2100,5000
5516,2.5,3,2.0,7,289000.0,1490,0.0,1490,8628
5517,3.0,4,1.5,7,458000.0,3280,0.0,3280,62726
5518,1.75,3,1.0,8,230000.0,1450,0.0,1450,8378
5519,2.5,3,1.0,7,432500.0,1420,510.0,1930,7120
5520,1.75,3,1.0,7,288000.0,1040,620.0,1660,10440
5521,1.75,3,1.0,7,354000.0,1260,0.0,1260,12330
5522,1.0,3,1.0,6,119500.0,1170,0.0,1170,11000
5523,3.0,4,1.0,9,805000.0,2020,1330.0,3350,23781
5524,2.5,3,3.0,7,435000.0,1420,0.0,1420,2581
5525,1.75,3,1.0,7,260000.0,1630,540.0,2170,10018
5526,1.75,4,1.0,6,377000.0,900,900.0,1800,8385
5527,2.5,4,2.0,8,602000.0,2000,0.0,2000,7376
5528,1.75,3,1.0,7,530000.0,960,700.0,1660,4800
5529,2.0,4,1.0,7,525000.0,770,770.0,1540,3740
5530,1.5,2,2.0,7,250000.0,890,270.0,1160,1086
5531,1.0,3,1.5,7,681000.0,1700,0.0,1700,6356
5532,1.75,3,1.0,8,625000.0,1580,0.0,1580,20588
5533,2.5,3,2.0,8,448500.0,2080,0.0,2080,3920
5534,2.0,3,1.0,6,260000.0,1030,0.0,1030,7260
5535,1.75,3,1.0,7,538000.0,1020,750.0,1770,8050
5536,2.0,3,1.0,7,385500.0,1120,420.0,1540,7947
5537,2.5,4,2.0,9,428400.0,2650,0.0,2650,6000
5538,2.75,4,2.0,8,346290.0,2690,0.0,2690,9240
5539,2.75,4,2.0,9,587000.0,2210,0.0,2210,8430
5540,2.5,4,2.0,7,355000.0,2390,0.0,2390,6775
5541,2.75,5,1.0,8,650000.0,1480,1100.0,2580,7865
5542,2.5,4,2.0,7,340000.0,2160,0.0,2160,5455
5543,2.5,4,1.0,8,565000.0,1430,0.0,2230,8624
5544,2.0,4,1.5,7,630000.0,2000,0.0,2000,5000
5546,2.75,4,1.0,8,600000.0,1640,1170.0,2810,17674
5547,1.75,4,1.0,8,540400.0,1680,0.0,1680,6758
5548,2.5,3,2.0,8,569000.0,2150,0.0,2150,8060
5549,2.5,3,2.0,9,735000.0,2820,0.0,2820,8159
5550,2.25,3,1.0,7,434000.0,1210,540.0,1750,9353
5551,2.0,2,1.0,7,578888.0,1000,60.0,1060,4000
5552,2.75,4,1.0,7,465425.0,2430,0.0,2430,20720
5553,2.75,4,1.5,8,280500.0,1590,1070.0,2660,7754
5554,2.0,2,1.0,9,539950.0,1670,0.0,1670,3507
5555,2.0,3,1.0,7,406430.0,1380,0.0,1380,15426
5556,3.75,4,2.0,11,1150000.0,4160,0.0,4160,35000
5557,2.5,3,2.0,8,250000.0,1790,0.0,1790,6191
5558,2.5,3,1.0,7,266000.0,1460,480.0,1940,8547
5559,2.0,3,1.0,7,258000.0,1390,0.0,1390,7200
5560,2.0,3,1.0,8,472000.0,1200,1000.0,2200,21890
5561,2.25,3,2.0,8,530000.0,1264,0.0,1264,1536
5562,1.0,2,1.5,7,302282.0,1095,0.0,1095,5120
5563,1.0,2,1.0,6,370000.0,750,100.0,850,6213
5564,2.0,4,1.5,7,625000.0,1170,590.0,1760,5307
5565,1.0,1,1.0,5,142500.0,690,0.0,690,6825
5566,1.75,3,1.0,7,334000.0,1400,0.0,1400,7405
5567,3.0,5,2.0,7,362000.0,1810,0.0,1810,3000
5568,1.0,2,1.0,7,181000.0,950,360.0,1310,4000
5569,1.0,3,1.0,7,241500.0,1400,0.0,1400,10425
5570,1.75,3,1.0,7,245000.0,1180,1170.0,2350,12720
5571,1.0,3,1.0,7,227500.0,1150,0.0,1150,8848
5572,1.5,5,1.5,7,158550.0,1710,0.0,1710,8100
5573,2.25,3,1.0,7,450000.0,1130,530.0,1660,10247
5574,1.75,3,1.0,7,485000.0,1950,0.0,1950,10080
5575,1.75,4,1.0,7,353000.0,1780,0.0,1780,9794
5576,3.0,4,2.0,8,500000.0,2450,0.0,2450,4668
5578,1.5,3,1.0,7,357500.0,1540,0.0,1540,11858
5579,2.5,3,2.0,7,272000.0,1650,0.0,1650,13816
5580,1.0,3,1.0,7,422000.0,1160,0.0,1160,7854
5581,2.0,2,1.0,7,365000.0,1440,0.0,1440,15000
5582,1.75,3,1.0,8,450000.0,1610,540.0,2150,13789
5583,1.0,2,1.0,6,275053.0,1060,0.0,1060,6504
5584,2.75,3,1.0,9,1880000.0,2620,0.0,2620,17919
5585,1.75,3,1.0,7,725000.0,960,670.0,1630,9000
5586,1.75,3,1.0,7,235000.0,1500,340.0,1840,9697
5587,1.0,2,1.0,5,510000.0,820,0.0,820,4206
5588,1.0,2,1.0,5,489950.0,820,0.0,820,4206
5589,2.5,3,2.0,8,463000.0,2010,0.0,2010,4195
5590,2.25,4,2.0,8,536000.0,1990,0.0,1990,5948
5591,2.5,4,2.0,8,375000.0,2990,0.0,2990,6145
5592,2.5,4,2.0,9,630000.0,2540,0.0,2540,4727
5593,2.25,3,1.0,7,362000.0,1140,500.0,1640,14374
5594,2.75,4,1.0,9,350000.0,1490,1010.0,2500,11659
5595,3.5,4,2.0,11,1690000.0,4020,0.0,4020,13515
5596,2.0,3,1.0,6,255000.0,1390,110.0,1500,8775
5597,2.5,4,1.0,7,269000.0,1088,506.0,1594,7665
5598,3.0,4,1.5,7,370000.0,2130,0.0,2130,4838
5599,1.0,3,1.0,7,270000.0,1130,0.0,1130,7920
5600,2.0,3,1.0,7,265000.0,1690,0.0,1690,9516
5601,1.0,2,1.0,7,487000.0,960,480.0,1440,4046
5602,3.25,4,2.0,10,835000.0,3270,0.0,3270,6027
5603,3.25,4,1.0,9,850000.0,2200,2150.0,4350,112750
5604,2.75,4,1.0,7,575000.0,1020,590.0,1610,11201
5605,1.0,3,1.0,7,335000.0,950,0.0,950,8000
5606,1.0,3,1.0,6,318000.0,1010,0.0,1010,7200
5607,2.0,3,1.0,7,510000.0,1420,0.0,1420,11325
5608,1.5,3,1.0,7,242500.0,1200,0.0,1200,9720
5609,2.25,5,1.0,7,750000.0,1010,1010.0,2020,8400
5610,3.5,5,2.0,7,439900.0,3390,0.0,3390,7950
5611,1.0,2,1.5,8,710000.0,1460,240.0,1700,3040
5612,3.25,5,2.0,9,2400000.0,2760,650.0,3410,9088
5613,1.75,3,1.0,8,435000.0,1630,400.0,2030,13700
5614,2.75,4,1.0,7,874000.0,1560,1300.0,2860,6867
5615,1.75,4,1.0,7,385000.0,870,820.0,1690,4080
5616,1.0,2,1.0,5,110000.0,760,0.0,760,4746
5617,1.75,3,1.0,7,477000.0,1210,570.0,1780,8085
5618,2.0,3,1.5,8,500000.0,1550,0.0,1550,6394
5619,2.5,4,2.0,10,885000.0,4090,0.0,4090,11225
5620,1.0,2,1.0,7,235000.0,880,0.0,880,5600
5621,2.75,3,1.0,7,210000.0,880,440.0,1320,15236
5622,1.0,2,1.0,6,320000.0,950,0.0,950,4000
5623,1.75,3,1.0,7,406000.0,1390,0.0,1390,7904
5624,1.75,3,1.0,8,350000.0,1220,680.0,1900,10225
5625,0.75,2,1.5,7,350000.0,1392,0.0,1392,43710
5626,2.5,4,2.0,10,720000.0,3340,0.0,3340,8930
5627,2.75,4,1.0,9,604700.0,1720,0.0,2750,14982
5628,1.0,3,1.5,5,343000.0,1400,0.0,1400,5662
5629,2.25,3,1.0,8,558000.0,1280,940.0,2220,15757
5630,1.0,4,1.5,7,364000.0,1210,0.0,1210,7740
5631,1.75,3,1.0,7,420000.0,1290,1100.0,2390,11242
5632,2.0,5,1.5,7,450000.0,1870,0.0,1870,7344
5633,1.5,2,1.0,7,392000.0,810,130.0,940,5000
5634,1.0,4,1.0,5,100000.0,860,260.0,1120,2685
5635,2.5,3,3.0,8,480000.0,1250,0.0,1250,1103
5636,1.5,3,1.0,7,212000.0,1060,0.0,1060,9225
5637,2.5,5,1.0,7,560000.0,1600,810.0,2410,8960
5638,2.75,5,2.0,8,359950.0,2844,0.0,2844,3990
5639,2.5,4,1.0,7,535000.0,1330,870.0,2200,110642
5640,4.0,5,2.0,10,980000.0,2830,630.0,3460,5400
5642,1.0,2,1.0,7,619950.0,920,600.0,1520,5400
5643,2.5,3,2.0,9,489000.0,2260,0.0,2260,19821
5644,2.0,4,1.0,7,415000.0,1000,800.0,1800,2970
5645,2.5,4,2.0,10,672500.0,2650,0.0,2650,11108
5646,1.0,3,1.0,7,352500.0,1000,0.0,1000,4171
5647,2.0,4,1.0,6,258750.0,1150,1150.0,2300,8400
5648,1.0,3,1.0,6,350000.0,1080,0.0,1080,7000
5649,1.0,3,1.0,7,152000.0,902,0.0,902,10464
5650,1.0,2,1.0,7,378500.0,730,0.0,730,7528
5651,1.75,4,1.5,8,1020000.0,2600,0.0,2600,41041
5652,1.5,3,1.0,7,419000.0,1570,0.0,1570,6700
5653,3.0,5,1.0,9,895000.0,1970,906.0,2876,13927
5654,2.25,4,1.0,8,668500.0,1780,510.0,2290,9546
5655,2.5,2,2.0,8,487000.0,1470,0.0,1470,2533
5656,3.5,3,2.0,8,538000.0,1970,650.0,2620,10137
5657,1.5,5,1.0,8,898000.0,1450,1230.0,2680,28014
5658,2.0,4,1.0,8,315000.0,2020,0.0,2020,7767
5659,2.5,3,2.0,7,800000.0,2100,0.0,2100,4440
5660,1.75,3,1.0,8,516130.0,1510,0.0,1510,8250
5661,2.5,3,1.5,10,1600000.0,1790,1060.0,2850,19593
5662,2.5,4,2.0,11,1200000.0,3400,880.0,4280,12796
5663,2.5,4,1.0,8,355425.0,1678,1560.0,3238,9112
5665,2.5,4,2.0,7,689000.0,2020,0.0,2020,9600
5666,3.25,3,3.0,7,500000.0,1520,0.0,1520,1500
5667,2.5,5,1.0,8,430000.0,2300,1560.0,3860,42733
5668,2.25,4,1.0,7,299500.0,1080,520.0,1600,15312
5669,2.5,4,2.0,8,349950.0,2090,0.0,2090,5289
5670,3.25,5,2.0,9,1420000.0,3120,900.0,4020,4500
5671,2.25,4,2.0,9,998000.0,2910,0.0,2910,10189
5672,1.0,3,1.0,7,329000.0,900,0.0,900,9600
5673,1.75,3,2.0,8,575000.0,1720,0.0,1720,5956
5674,2.25,5,2.0,8,529900.0,2600,430.0,3030,9430
5675,2.5,4,1.0,9,1470000.0,2380,650.0,3030,10189
5676,1.75,4,1.0,7,725000.0,1450,740.0,2190,9400
5677,2.5,3,2.0,8,286000.0,1680,0.0,1680,5000
5679,1.5,3,1.0,7,395300.0,1120,0.0,1120,7000
5680,2.75,4,2.0,8,510000.0,3020,160.0,3180,13348
5681,1.0,3,1.0,7,203000.0,920,0.0,920,7500
5682,1.0,2,1.0,6,248000.0,700,0.0,700,8301
5683,2.25,3,2.0,8,265000.0,2540,0.0,2540,7216
5684,1.5,4,1.5,8,1000000.0,2100,0.0,2100,4560
5685,1.0,3,1.5,7,1000000.0,1540,0.0,1540,24500
5686,2.0,3,1.0,7,241400.0,1420,0.0,1420,9828
5687,1.75,4,1.0,7,309950.0,1450,0.0,1450,10074
5688,1.75,3,1.0,6,294010.0,830,720.0,1550,4057
5689,2.25,3,2.0,8,345000.0,1920,0.0,1920,9672
5690,2.25,3,2.0,8,625000.0,1920,0.0,1920,9672
5691,2.5,4,2.0,8,660000.0,2510,0.0,2510,4543
5692,2.0,2,1.0,8,559000.0,1660,0.0,1660,4500
5693,3.25,4,2.0,9,866000.0,3990,0.0,3990,9786
5694,2.0,3,1.5,8,770000.0,1810,540.0,2350,5700
5695,1.5,3,1.0,7,259950.0,1350,0.0,1350,7827
5696,2.75,5,1.0,7,352000.0,1710,1270.0,2980,9838
5697,4.75,5,2.0,10,2470000.0,4560,1830.0,6390,13180
5698,2.0,3,1.0,7,395000.0,1590,0.0,1590,10229
5699,1.75,4,1.5,6,276500.0,1400,0.0,1400,6650
5701,3.25,4,2.0,10,798000.0,3500,0.0,3500,10260
5702,2.0,2,1.0,8,380000.0,1370,0.0,1370,5756
5703,2.5,4,2.0,8,350000.0,2810,0.0,2810,10433
5704,2.5,3,2.0,8,325000.0,2220,0.0,2220,6049
5705,2.5,3,2.0,8,336000.0,2110,0.0,2110,4549
5706,2.25,3,1.0,7,286900.0,1440,280.0,1720,17235
5707,2.25,5,1.0,8,472000.0,1330,450.0,1780,7245
5708,1.75,3,2.0,7,263000.0,1410,0.0,1410,8100
5709,3.0,3,1.0,7,565000.0,1110,1000.0,2110,4000
5710,2.5,3,2.0,10,765000.0,2700,0.0,2700,8444
5711,2.25,3,1.0,8,1520000.0,2610,0.0,2610,9409
5712,2.0,3,1.0,7,405000.0,830,830.0,1660,8174
5713,3.5,4,2.0,11,1100000.0,4570,0.0,4570,16219
5715,2.5,3,2.0,8,305000.0,1610,0.0,1610,3516
5716,2.25,3,1.0,7,289950.0,1390,350.0,1740,9370
5718,1.0,3,1.0,6,96500.0,840,0.0,840,12091
5719,1.0,3,1.0,6,185000.0,840,0.0,840,12091
5720,1.0,4,1.5,7,150550.0,1470,0.0,1470,6061
5722,1.75,4,1.0,8,675000.0,1280,940.0,2220,7230
5723,1.75,3,1.0,7,615000.0,960,760.0,1720,4080
5724,2.5,4,2.0,8,837500.0,2700,0.0,2700,9320
5725,1.0,2,1.0,5,250000.0,950,0.0,950,11835
5726,2.5,3,2.0,8,583000.0,1790,0.0,1790,8144
5727,2.5,3,3.0,8,499000.0,1610,0.0,1610,1728
5728,2.5,3,2.0,8,550000.0,2290,0.0,2290,6328
5730,2.5,3,2.0,9,990400.0,2100,0.0,2100,4097
5731,2.5,3,1.5,8,600000.0,2320,0.0,2320,52272
5732,1.0,2,1.0,6,325000.0,1120,0.0,1120,6236
5733,2.5,3,2.0,7,265000.0,1530,0.0,1530,6000
5734,2.5,3,1.0,9,1620000.0,1770,1720.0,3490,9362
5735,1.5,3,1.0,7,347500.0,1180,0.0,1180,8353
5737,2.0,2,1.5,9,1090000.0,2360,0.0,2360,11340
5738,2.5,4,2.0,8,397500.0,2570,0.0,2570,7859
5739,1.0,2,1.5,7,404500.0,1270,0.0,1270,3700
5740,1.5,3,1.0,7,225000.0,1250,0.0,1250,7500
5741,2.25,3,1.0,8,267000.0,1610,900.0,2510,9900
5743,2.5,4,2.0,8,339000.0,2900,0.0,2900,6918
5744,2.5,4,1.0,11,1850000.0,2370,1460.0,3830,11972
5745,1.0,5,1.5,7,525000.0,1280,0.0,1280,3876
5746,3.5,5,2.0,10,1150000.0,3520,830.0,4350,6218
5747,1.0,1,1.5,7,565000.0,1370,0.0,1370,6250
5748,2.25,2,2.0,8,387000.0,960,270.0,1230,1280
5749,2.5,4,2.0,9,720000.0,2440,0.0,2440,34290
5750,3.5,4,2.0,12,1500000.0,3420,990.0,4410,12426
5751,1.0,2,1.0,6,235000.0,910,0.0,910,7617
5752,1.0,2,1.0,6,365000.0,910,0.0,910,7617
5753,2.5,3,2.0,8,368250.0,2150,0.0,2150,7484
5754,2.5,3,2.0,8,580000.0,2150,0.0,2150,7484
5756,2.5,4,2.0,7,215000.0,2130,0.0,2130,4496
5757,2.5,4,2.0,9,648000.0,2740,0.0,2740,9959
5758,3.0,4,2.0,9,705000.0,3150,0.0,3150,9318
5759,2.25,3,2.0,8,465000.0,1180,270.0,1450,1540
5760,2.0,5,1.5,8,650000.0,1900,500.0,2400,3500
5761,2.25,4,1.0,7,335000.0,1140,1140.0,2280,7500
5762,2.0,4,1.5,8,640000.0,2310,0.0,2310,31850
5763,2.5,4,2.0,9,638250.0,2460,0.0,2460,8029
5764,3.5,4,2.0,12,1460000.0,3640,560.0,4200,14353
5765,2.0,4,2.0,7,375000.0,1620,0.0,1620,4600
5766,1.75,4,1.0,8,842000.0,2170,0.0,2170,9525
5767,2.25,3,1.0,8,499950.0,1710,1170.0,2880,7200
5768,2.5,4,2.0,11,810000.0,3280,0.0,3280,25211
5769,2.0,5,2.0,7,310000.0,2900,0.0,2900,11970
5770,2.5,3,1.0,9,730000.0,1540,620.0,2160,8809
5771,1.75,4,1.5,7,637800.0,1420,830.0,2250,4750
5772,1.0,3,1.5,5,225000.0,1340,0.0,1340,4800
5773,1.0,4,1.5,7,417500.0,1390,0.0,1390,10800
5774,2.0,4,1.0,7,265000.0,1600,0.0,1600,10160
5775,2.5,4,2.0,8,550000.0,2050,0.0,2050,8683
5777,2.5,3,2.0,9,595000.0,2660,0.0,2660,10637
5778,1.5,3,1.0,7,270000.0,1540,0.0,1540,13475
5779,3.0,5,2.0,7,739375.0,2140,500.0,2640,3200
5780,1.75,2,2.0,8,357562.0,1210,0.0,1210,1032
5781,2.5,4,2.0,11,1010000.0,3760,0.0,3760,29224
5782,1.75,2,1.0,8,455000.0,1350,0.0,1350,4286
5783,2.25,5,1.0,8,310000.0,1810,790.0,2600,9600
5784,2.75,3,2.0,6,415000.0,3460,440.0,3900,111514
5785,1.0,2,1.0,8,452000.0,1340,0.0,1340,8100
5786,2.0,3,1.0,7,810000.0,1760,0.0,1760,16928
5787,2.0,3,1.0,7,730001.0,1010,830.0,1840,4750
5788,2.25,3,1.0,9,825000.0,2230,750.0,2980,86636
5789,2.5,3,2.0,8,665000.0,1730,0.0,1730,3000
5790,1.75,4,1.0,8,327500.0,1650,0.0,1650,7800
5791,2.5,3,2.0,9,699950.0,3370,0.0,3370,36218
5792,2.5,3,2.0,9,424000.0,2200,0.0,2200,34680
5793,2.5,4,1.5,7,657000.0,1420,760.0,2180,3375
5794,1.75,3,1.0,7,445000.0,1210,280.0,1490,10844
5795,2.5,3,2.0,8,450000.0,1050,480.0,1530,762
5796,1.0,3,1.0,7,350000.0,1180,0.0,1180,7455
5797,2.5,4,2.0,9,460000.0,2080,0.0,2080,17532
5798,2.5,4,1.0,8,385000.0,1610,0.0,3200,22651
5799,2.25,4,2.0,7,272000.0,1880,0.0,1880,6160
5800,2.5,3,2.0,7,535000.0,2510,0.0,2510,5544
5801,1.0,2,1.0,6,216500.0,1060,0.0,1060,5200
5802,2.5,3,2.0,8,325000.0,2130,0.0,2130,12245
5803,1.75,3,1.0,7,420200.0,1320,0.0,1320,7280
5804,1.75,3,1.0,6,258000.0,1040,0.0,1040,5650
5806,2.25,4,2.0,7,720168.0,1420,700.0,2120,3794
5807,2.0,3,1.5,7,652000.0,1330,800.0,2130,5000
5808,2.5,4,2.0,8,569500.0,2340,0.0,2340,8248
5810,1.75,3,1.0,7,524950.0,1290,600.0,1890,3825
5811,1.0,2,1.0,6,153000.0,760,380.0,1140,10152
5812,2.5,3,2.0,9,775000.0,2780,0.0,2780,5467
5813,2.5,4,2.0,8,338500.0,2390,0.0,2390,6111
5814,1.75,3,1.0,8,570000.0,1500,890.0,2390,9000
5816,2.5,2,2.0,8,435000.0,1080,480.0,1560,1222
5817,1.0,2,1.0,6,207000.0,1130,0.0,1130,8160
5818,1.0,2,1.0,7,540000.0,1120,0.0,1120,7500
5819,2.25,4,2.0,8,386000.0,1770,280.0,2050,9583
5820,2.25,5,1.5,8,265000.0,2600,0.0,2600,8075
5821,2.25,3,2.0,7,250000.0,740,310.0,1050,572
5823,2.5,4,2.0,9,455000.0,2811,0.0,2811,7251
5824,3.25,4,2.0,11,1800000.0,4060,0.0,4060,13000
5825,2.0,3,1.0,7,759000.0,1130,1130.0,2260,7200
5826,2.75,4,2.0,10,970000.0,4430,0.0,4430,74358
5827,2.25,3,1.0,9,690000.0,1430,1000.0,2430,8327
5828,2.5,3,1.0,10,789900.0,1750,1670.0,3420,25150
5829,1.0,2,1.5,7,447500.0,1180,0.0,1180,5100
5830,2.25,4,1.0,7,440000.0,1220,790.0,2010,7575
5831,2.0,3,1.0,7,278000.0,1230,0.0,1230,7789
5833,2.75,3,1.0,7,245000.0,860,440.0,1300,14197
5834,1.5,3,1.0,7,287000.0,1150,0.0,1150,11475
5835,1.75,3,1.0,7,435000.0,1110,1110.0,2220,132858
5836,2.5,3,2.0,9,585000.0,2050,0.0,2050,11690
5837,1.75,4,1.0,8,616000.0,1700,0.0,1700,5846
5838,1.75,3,1.0,7,203000.0,1100,510.0,1610,9000
5840,2.5,4,1.0,8,833000.0,1170,1020.0,2190,12690
5841,2.75,4,2.0,8,565000.0,2730,0.0,2730,6856
5842,2.5,3,2.0,9,572500.0,2490,0.0,2490,7589
5843,2.0,4,1.0,7,254000.0,1510,0.0,1510,4235
5844,4.25,4,3.0,11,1530000.0,4720,0.0,4720,21000
5846,2.5,3,2.0,9,899000.0,1950,0.0,1950,3730
5847,2.0,3,1.0,7,560000.0,1300,0.0,1300,6000
5848,1.75,3,1.0,7,512500.0,1180,430.0,1610,7200
5849,2.5,4,1.5,7,775000.0,1180,860.0,2040,5000
5850,1.0,2,1.0,5,200000.0,700,0.0,700,4700
5851,1.0,3,1.0,6,172000.0,720,250.0,970,4700
5852,1.0,3,1.0,6,219900.0,910,0.0,910,6000
5853,1.0,3,1.0,7,641200.0,1060,0.0,1060,9123
5854,3.25,5,2.0,7,473000.0,2180,0.0,2180,7200
5855,1.75,3,1.0,8,540000.0,1400,650.0,2050,9580
5856,1.0,2,1.0,6,295000.0,750,0.0,750,4500
5857,1.0,3,1.0,6,370000.0,800,0.0,800,2296
5858,2.25,4,1.5,9,1730000.0,2360,1110.0,3470,8000
5859,1.5,3,1.0,6,275000.0,1390,0.0,1390,48257
5860,1.0,3,1.0,6,89000.0,900,0.0,900,4750
5861,1.75,2,1.5,6,175000.0,1050,0.0,1050,9800
5862,2.5,3,1.0,9,490000.0,1600,810.0,2410,11900
5863,2.25,3,2.0,7,342400.0,1180,0.0,1180,9630
5864,1.0,3,2.0,7,345000.0,1140,0.0,1140,4200
5865,1.0,2,1.0,6,399000.0,700,0.0,700,3400
5866,2.5,4,1.0,8,550000.0,1320,740.0,2060,9719
5867,2.25,3,1.0,8,652450.0,1630,600.0,2230,11835
5868,2.25,2,1.0,8,438000.0,1350,600.0,1950,29347
5869,1.75,3,1.0,7,605000.0,1340,760.0,2100,5058
5870,2.5,4,1.0,7,395000.0,1330,800.0,2130,11733
5871,2.0,3,2.0,7,449950.0,1880,0.0,1880,3048
5872,2.5,4,2.0,9,651100.0,2310,0.0,2310,5526
5873,1.0,3,1.0,6,241000.0,880,0.0,880,6050
5874,5.0,5,2.0,11,3420000.0,5450,0.0,5450,20412
5875,1.5,2,1.0,8,268500.0,660,630.0,1290,1749
5876,1.0,2,1.0,6,200000.0,1010,0.0,1010,7200
5877,1.75,4,1.0,6,400375.0,890,800.0,1690,7680
5878,1.75,2,1.0,8,429000.0,1350,0.0,1350,6315
5879,1.0,3,1.0,6,230000.0,680,0.0,680,2400
5880,2.25,4,2.0,10,1200000.0,2860,0.0,2860,10702
5881,1.0,1,1.0,5,314200.0,610,0.0,610,6000
5882,2.5,4,1.0,8,513000.0,1880,780.0,2660,8887
5883,1.0,2,1.0,7,535000.0,960,430.0,1390,5346
5884,3.0,6,2.0,7,420000.0,2290,0.0,2290,6344
5885,2.5,3,2.0,8,345950.0,2110,0.0,2110,4118
5886,2.0,3,1.0,7,483500.0,600,600.0,1200,2016
5887,2.25,4,2.0,8,695000.0,1520,840.0,2360,2500
5888,2.5,4,2.0,7,295000.0,2350,0.0,2350,8906
5889,2.25,3,1.0,7,434975.0,1060,530.0,1590,9960
5890,2.5,3,2.0,8,513000.0,1810,0.0,1810,4592
5891,1.75,3,1.0,8,360000.0,1900,0.0,1900,11407
5892,1.0,3,1.0,7,234900.0,1250,0.0,1250,8000
5893,3.5,4,2.0,10,963000.0,3280,0.0,3280,6603
5894,1.5,2,1.0,7,595000.0,870,0.0,870,4800
5895,3.25,4,2.0,10,942500.0,3570,0.0,3570,14408
5896,3.25,4,2.0,11,1030000.0,3780,0.0,3780,11200
5897,1.0,3,1.5,6,350000.0,1190,0.0,1190,3600
5898,2.0,4,2.0,8,416500.0,2280,0.0,2280,39848
5899,1.0,3,1.5,5,209900.0,1030,0.0,1030,60720
5900,1.75,3,1.5,8,802000.0,1840,1030.0,2870,5000
