,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_lot
4728,2.25,4.0,2.0,8.0,545000.0,2050.0,0.0,9720.0
4729,3.0,4.0,1.5,10.0,925000.0,3580.0,0.0,35261.0
4730,2.75,4.0,1.5,9.0,565000.0,1960.0,0.0,48787.0
4731,1.0,2.0,1.0,6.0,405100.0,840.0,0.0,3522.0
4732,1.75,3.0,1.0,8.0,502000.0,1300.0,0.0,8800.0
4733,2.25,3.0,2.0,7.0,425000.0,1260.0,0.0,3000.0
4734,2.25,3.0,2.0,7.0,233500.0,1650.0,0.0,2958.0
4735,2.5,3.0,2.0,7.0,287000.0,1710.0,0.0,10341.0
4736,1.0,3.0,1.0,7.0,190000.0,1180.0,0.0,8775.0
4737,2.25,3.0,2.0,8.0,666000.0,2780.0,0.0,31510.0
4738,1.0,2.0,1.0,6.0,330000.0,950.0,0.0,3090.0
4740,2.25,3.0,2.0,8.0,393000.0,2140.0,0.0,10256.0
4741,2.75,4.0,1.0,8.0,353000.0,1010.0,910.0,4627.0
4742,1.0,2.0,1.0,6.0,260000.0,750.0,0.0,6720.0
4743,2.5,3.0,2.0,8.0,680000.0,1900.0,160.0,2551.0
4744,2.25,3.0,1.0,8.0,921000.0,2380.0,0.0,11200.0
4745,1.0,2.0,1.0,7.0,319000.0,750.0,0.0,6380.0
4746,1.0,3.0,1.0,7.0,280000.0,920.0,240.0,10881.0
4747,1.0,3.0,1.0,6.0,220000.0,1050.0,0.0,6300.0
4748,1.5,3.0,1.0,7.0,219000.0,1060.0,680.0,5200.0
4749,2.75,4.0,1.0,8.0,528000.0,1540.0,510.0,7171.0
4750,1.75,3.0,1.0,7.0,405000.0,1310.0,670.0,8100.0
4751,2.5,3.0,2.0,8.0,372977.0,1150.0,540.0,1618.0
4752,3.25,4.0,1.5,9.0,934550.0,2320.0,0.0,5900.0
4753,1.5,3.0,2.0,10.0,1470000.0,2130.0,350.0,9900.0
4754,2.25,4.0,2.0,9.0,975000.0,2120.0,170.0,5350.0
4755,2.5,5.0,2.0,10.0,800866.0,3180.0,0.0,13806.0
4756,3.5,7.0,2.0,9.0,950000.0,3470.0,0.0,16264.0
4757,3.0,4.0,1.5,7.0,624000.0,1540.0,0.0,4140.0
4759,1.0,3.0,1.0,7.0,310000.0,1050.0,0.0,9876.0
4760,1.75,3.0,1.0,7.0,315000.0,1480.0,0.0,6800.0
4761,2.0,3.0,1.0,6.0,675000.0,1010.0,0.0,5973.0
4762,1.75,3.0,1.0,8.0,490000.0,1660.0,0.0,8208.0
4763,2.25,5.0,1.0,7.0,600000.0,1380.0,0.0,6350.0
4765,1.75,4.0,2.0,8.0,480000.0,2220.0,0.0,6500.0
4766,1.0,3.0,1.0,6.0,196900.0,1270.0,0.0,7500.0
4767,3.25,3.0,2.0,10.0,735000.0,2960.0,0.0,39370.0
4768,2.0,3.0,1.0,7.0,205500.0,1330.0,0.0,8748.0
4769,1.75,2.0,2.0,8.0,357186.0,1210.0,0.0,1040.0
4770,2.5,4.0,2.0,7.0,275000.0,2120.0,0.0,6754.0
4771,1.75,3.0,1.0,7.0,248500.0,2090.0,0.0,12026.0
4773,2.75,4.0,1.0,7.0,390000.0,1220.0,570.0,47250.0
4774,2.75,3.0,1.0,7.0,390000.0,1250.0,700.0,12240.0
4775,2.25,5.0,1.5,9.0,660000.0,3740.0,0.0,14913.0
4776,1.75,3.0,1.0,7.0,310000.0,1140.0,0.0,8263.0
4777,2.5,3.0,2.0,9.0,717000.0,2480.0,0.0,5137.0
4778,2.5,5.0,1.0,7.0,260000.0,1410.0,1170.0,11250.0
4779,2.0,3.0,1.0,7.0,745000.0,1490.0,800.0,5001.0
4780,2.5,4.0,1.0,7.0,470000.0,1320.0,1000.0,12042.0
4781,2.5,3.0,2.0,8.0,429000.0,2530.0,0.0,8820.0
4782,2.0,4.0,1.0,7.0,220000.0,1400.0,0.0,7140.0
4783,3.0,3.0,2.0,8.0,497000.0,1400.0,0.0,1850.0
4784,1.0,3.0,1.5,7.0,716100.0,1640.0,0.0,4000.0
4785,1.0,4.0,1.5,6.0,371000.0,1960.0,0.0,94525.0
4786,2.75,5.0,1.0,7.0,379000.0,1500.0,1500.0,25175.0
4787,1.0,3.0,1.0,7.0,937500.0,1320.0,0.0,8500.0
4788,2.0,4.0,1.5,7.0,720000.0,1760.0,0.0,4500.0
4789,3.25,3.0,2.0,7.0,616000.0,1420.0,710.0,2306.0
4790,2.0,3.0,1.0,7.0,259000.0,1390.0,0.0,7120.0
4791,1.75,3.0,1.5,6.0,538000.0,1100.0,300.0,3825.0
4792,2.75,3.0,1.5,8.0,605000.0,3230.0,0.0,9576.0
4793,1.0,3.0,1.0,7.0,369950.0,1110.0,0.0,7603.0
4794,2.5,3.0,2.0,7.0,310000.0,1670.0,0.0,4220.0
4795,1.0,3.0,1.0,7.0,227500.0,1540.0,0.0,9450.0
4796,2.25,4.0,1.0,9.0,274000.0,1670.0,420.0,7400.0
4797,2.0,3.0,1.0,7.0,410000.0,1410.0,0.0,8088.0
4798,2.0,3.0,1.0,7.0,354800.0,1370.0,0.0,78408.0
4799,2.25,4.0,1.0,8.0,650000.0,1300.0,610.0,5120.0
4800,2.0,3.0,1.0,7.0,353000.0,1678.0,0.0,13862.0
4801,1.0,3.0,1.0,6.0,224975.0,960.0,0.0,12745.0
4802,1.75,2.0,1.0,7.0,600000.0,2080.0,0.0,13054.0
4803,2.25,3.0,1.0,7.0,437500.0,1340.0,450.0,7700.0
4804,2.5,3.0,2.0,9.0,567000.0,2540.0,0.0,6093.0
4805,1.5,5.0,2.0,7.0,225000.0,1790.0,0.0,11656.0
4806,1.0,2.0,1.0,6.0,255000.0,940.0,0.0,9330.0
4807,3.75,5.0,2.5,13.0,2480000.0,6110.0,700.0,7500.0
4808,1.0,2.0,1.0,6.0,370000.0,900.0,0.0,4600.0
4809,1.75,4.0,1.0,8.0,675000.0,1140.0,760.0,8800.0
4810,1.0,3.0,1.0,7.0,285000.0,1040.0,400.0,4268.0
4811,1.75,3.0,1.0,7.0,310000.0,1420.0,650.0,37904.0
4812,2.5,4.0,1.0,7.0,475000.0,1140.0,1100.0,7245.0
4813,2.5,4.0,2.0,7.0,410000.0,3320.0,0.0,5034.0
4814,2.25,4.0,1.0,8.0,895000.0,1330.0,620.0,5950.0
4815,1.5,3.0,1.0,6.0,375000.0,790.0,450.0,7733.0
4816,2.5,4.0,2.0,7.0,349000.0,1830.0,0.0,4694.0
4817,1.75,3.0,1.5,8.0,650500.0,1740.0,0.0,4400.0
4818,1.75,3.0,1.0,7.0,760000.0,1410.0,0.0,15120.0
4819,2.75,4.0,1.0,7.0,480000.0,1180.0,870.0,3960.0
4820,2.75,4.0,2.0,10.0,689000.0,3220.0,0.0,16145.0
4821,1.75,3.0,1.0,6.0,415000.0,980.0,980.0,5000.0
4822,1.75,3.0,1.0,7.0,195000.0,1070.0,0.0,6110.0
4823,2.5,5.0,1.0,7.0,318000.0,1410.0,1410.0,9956.0
4824,3.0,4.0,1.0,9.0,404000.0,2030.0,2030.0,35621.0
4825,1.0,2.0,1.0,6.0,339950.0,800.0,0.0,3090.0
4826,1.0,3.0,1.0,7.0,215000.0,1260.0,0.0,7897.0
4827,2.5,3.0,2.0,8.0,339900.0,2420.0,0.0,7423.0
4828,1.5,1.0,2.0,7.0,285000.0,810.0,0.0,3211.0
4829,1.0,3.0,1.5,7.0,550000.0,1110.0,490.0,5000.0
4830,1.0,4.0,1.5,7.0,430000.0,1350.0,0.0,9000.0
4831,1.0,3.0,1.0,6.0,219000.0,970.0,0.0,7790.0
4832,1.5,2.0,1.0,7.0,555000.0,1080.0,700.0,4750.0
4833,2.0,3.0,1.0,7.0,233000.0,1350.0,0.0,7686.0
4834,1.75,3.0,1.0,8.0,248000.0,1270.0,570.0,19501.0
4835,2.25,5.0,1.0,8.0,454000.0,1580.0,970.0,9200.0
4837,2.5,3.0,2.0,8.0,359000.0,1730.0,700.0,7857.0
4838,2.0,5.0,1.5,7.0,407500.0,2210.0,530.0,8230.0
4839,1.5,3.0,1.0,7.0,224000.0,1040.0,520.0,7300.0
4840,1.0,2.0,1.0,7.0,210000.0,1040.0,0.0,4590.0
4841,1.75,4.0,1.0,7.0,261000.0,1820.0,0.0,9824.0
4842,3.0,3.0,3.0,9.0,719000.0,1833.0,0.0,1706.0
4843,2.5,3.0,2.0,8.0,440000.0,2160.0,0.0,3738.0
4844,2.75,3.0,2.0,9.0,525000.0,1510.0,590.0,10362.0
4845,1.5,3.0,2.0,7.0,375000.0,1370.0,0.0,9720.0
4846,2.5,2.0,2.0,8.0,428000.0,1414.0,0.0,1960.0
4847,3.25,5.0,2.0,9.0,988830.0,4115.0,0.0,7910.0
4848,1.75,3.0,1.0,7.0,199950.0,1550.0,0.0,6225.0
4849,2.25,4.0,1.5,8.0,840000.0,1750.0,350.0,3671.0
4850,1.75,3.0,1.0,7.0,285000.0,1160.0,0.0,7006.0
4851,2.5,5.0,2.0,7.0,330000.0,3597.0,0.0,4972.0
4852,1.5,3.0,1.0,7.0,147500.0,1230.0,0.0,10125.0
4853,2.5,4.0,2.0,8.0,320000.0,2190.0,0.0,7125.0
4854,1.75,3.0,1.0,7.0,382500.0,1040.0,0.0,9000.0
4855,4.0,5.0,2.0,9.0,2050000.0,3040.0,1650.0,8208.0
4856,2.25,4.0,1.0,8.0,596000.0,1720.0,550.0,10000.0
4857,2.25,4.0,2.0,8.0,220000.0,1950.0,0.0,7280.0
4858,2.5,3.0,2.0,8.0,325000.0,1880.0,0.0,6818.0
4859,2.5,4.0,2.0,9.0,679950.0,2850.0,0.0,5664.0
4860,1.0,2.0,1.0,7.0,175000.0,1160.0,0.0,6911.0
4861,1.75,3.0,1.0,7.0,268000.0,1370.0,0.0,10050.0
4862,3.5,4.0,2.0,10.0,715000.0,3260.0,0.0,110579.0
4863,2.25,7.0,2.0,8.0,600000.0,3170.0,0.0,36384.0
4864,2.5,5.0,2.0,11.0,950000.0,3450.0,0.0,35880.0
4865,1.75,2.0,1.0,8.0,475000.0,1490.0,0.0,224334.0
4866,1.5,3.0,1.0,7.0,700000.0,1460.0,0.0,78408.0
4867,1.75,3.0,1.0,7.0,275000.0,1300.0,0.0,20700.0
4868,1.75,3.0,1.0,7.0,369500.0,1300.0,0.0,20700.0
4869,2.0,4.0,1.0,7.0,215000.0,1040.0,500.0,7575.0
4870,2.25,4.0,2.0,8.0,593450.0,2130.0,0.0,7172.0
4871,1.75,2.0,1.0,8.0,498800.0,1350.0,0.0,4614.0
4873,2.5,4.0,2.0,9.0,1150000.0,1940.0,0.0,4875.0
4874,2.5,5.0,2.0,9.0,825000.0,2890.0,0.0,5110.0
4875,1.75,3.0,1.0,8.0,265000.0,1340.0,340.0,9769.0
4876,2.25,4.0,1.0,8.0,285000.0,1220.0,740.0,10400.0
4877,1.75,3.0,1.0,7.0,240000.0,1190.0,400.0,7931.0
4878,1.0,4.0,1.0,7.0,261000.0,1390.0,0.0,17739.0
4879,1.75,4.0,1.0,8.0,330000.0,1610.0,830.0,7350.0
4880,2.0,4.0,1.0,7.0,250000.0,1540.0,310.0,7560.0
4881,2.5,4.0,2.0,8.0,350000.0,2800.0,0.0,9538.0
4882,2.5,3.0,1.5,10.0,930000.0,3780.0,0.0,35273.0
4883,2.0,3.0,1.0,7.0,275000.0,1000.0,910.0,8050.0
4884,2.25,4.0,1.0,7.0,325000.0,1230.0,1230.0,7620.0
4885,1.0,1.0,1.0,7.0,255000.0,590.0,220.0,5000.0
4886,1.5,3.0,1.0,7.0,562200.0,1500.0,400.0,5250.0
4887,1.75,2.0,1.0,10.0,952000.0,2320.0,1170.0,88909.0
4888,2.5,3.0,1.0,8.0,365000.0,1570.0,630.0,7350.0
4889,1.5,3.0,1.0,7.0,332900.0,1190.0,0.0,11996.0
4890,2.25,3.0,2.0,8.0,721000.0,2040.0,0.0,18360.0
4891,2.5,4.0,2.0,8.0,487275.0,2400.0,0.0,3986.0
4892,2.5,3.0,2.0,7.0,310000.0,1670.0,0.0,5791.0
4893,1.0,2.0,1.0,6.0,245000.0,990.0,0.0,4800.0
4894,1.75,3.0,1.0,7.0,325000.0,2920.0,0.0,10573.0
4895,1.75,3.0,1.0,8.0,550000.0,1840.0,0.0,9401.0
4896,1.0,2.0,1.5,7.0,350000.0,910.0,0.0,4500.0
4897,2.5,5.0,2.0,8.0,599000.0,2950.0,0.0,72309.0
4898,1.5,3.0,1.0,7.0,259950.0,1240.0,0.0,9500.0
4899,2.5,4.0,2.0,7.0,240000.0,1980.0,0.0,7264.0
4900,1.0,3.0,1.0,7.0,186000.0,1200.0,0.0,10080.0
4901,1.5,3.0,1.0,7.0,395000.0,1280.0,0.0,15028.0
4902,2.5,4.0,2.0,9.0,475000.0,3150.0,0.0,5757.0
4903,3.5,5.0,2.0,10.0,815000.0,3500.0,0.0,10794.0
4904,1.5,3.0,1.0,7.0,572000.0,1680.0,0.0,13751.0
4905,2.5,3.0,2.0,7.0,419500.0,1360.0,0.0,3188.0
4906,2.25,3.0,1.0,8.0,298700.0,1530.0,580.0,7350.0
4907,1.0,2.0,1.0,7.0,549000.0,1159.0,875.0,13392.0
4908,1.5,3.0,1.0,7.0,278000.0,1120.0,780.0,9994.0
4910,3.5,5.0,1.0,9.0,925000.0,2230.0,0.0,13495.0
4911,1.5,2.0,3.0,8.0,465000.0,1120.0,0.0,1201.0
4912,4.0,4.0,2.0,8.0,620000.0,2120.0,730.0,2970.0
4913,2.25,4.0,1.0,8.0,499900.0,1640.0,0.0,7650.0
4915,1.75,3.0,1.0,7.0,450000.0,1040.0,120.0,6120.0
4916,3.5,4.0,2.0,10.0,690000.0,2220.0,490.0,2147.0
4917,2.25,5.0,2.0,9.0,1900000.0,3120.0,0.0,16672.0
4918,2.25,5.0,2.0,9.0,1940000.0,3120.0,0.0,16672.0
4920,1.0,3.0,1.0,7.0,245000.0,1010.0,0.0,9678.0
4921,2.5,3.0,1.5,11.0,820000.0,2980.0,0.0,18935.0
4922,2.75,4.0,2.0,8.0,369000.0,2420.0,0.0,6495.0
4923,3.25,4.0,2.0,9.0,1050000.0,3830.0,0.0,8331.0
4924,3.0,3.0,3.0,10.0,653000.0,3040.0,0.0,5067.0
4925,1.75,2.0,1.0,7.0,220650.0,1460.0,0.0,10500.0
4926,3.0,5.0,1.0,8.0,300000.0,1200.0,740.0,6355.0
4927,3.5,4.0,2.0,10.0,970000.0,3780.0,0.0,20023.0
4928,2.5,4.0,2.0,7.0,360000.0,1950.0,0.0,5451.0
4929,2.5,3.0,2.0,9.0,672500.0,2450.0,0.0,5760.0
4930,1.5,4.0,1.5,5.0,268000.0,1730.0,0.0,7020.0
4931,1.5,4.0,1.5,8.0,440000.0,1690.0,0.0,3245.0
4933,2.5,4.0,2.0,9.0,590000.0,2290.0,0.0,11072.0
4934,2.25,4.0,1.0,7.0,359000.0,1850.0,860.0,22860.0
4935,1.75,4.0,1.0,7.0,266500.0,1180.0,700.0,7632.0
4936,2.5,4.0,2.0,8.0,635000.0,2930.0,0.0,8679.0
4937,2.5,3.0,2.0,9.0,559000.0,3110.0,0.0,217800.0
4938,2.5,4.0,2.0,10.0,895000.0,3480.0,0.0,38985.0
4939,1.5,2.0,1.0,7.0,625000.0,1110.0,0.0,118047.0
4940,2.25,4.0,1.0,7.0,650000.0,1880.0,560.0,9320.0
4941,1.75,4.0,1.0,7.0,312500.0,1280.0,1000.0,7840.0
4942,1.0,3.0,1.0,6.0,225000.0,790.0,110.0,6099.0
4943,1.75,4.0,1.0,7.0,425000.0,1330.0,650.0,8400.0
4944,2.75,3.0,1.0,7.0,329999.0,1820.0,1540.0,41250.0
4945,2.25,5.0,2.0,8.0,572000.0,2340.0,0.0,9225.0
4946,2.5,4.0,2.0,8.0,386500.0,3110.0,0.0,5048.0
4947,1.0,2.0,1.0,6.0,452000.0,980.0,0.0,5000.0
4948,2.0,4.0,1.0,7.0,278000.0,1480.0,0.0,6324.0
4949,2.25,3.0,1.0,8.0,474900.0,1800.0,0.0,43647.0
4950,1.75,2.0,1.0,8.0,450000.0,1500.0,630.0,6574.0
4951,1.0,2.0,1.0,7.0,611000.0,1100.0,170.0,5100.0
4952,2.5,2.0,2.0,7.0,214100.0,1150.0,0.0,2064.0
4953,2.5,3.0,2.0,8.0,317000.0,1840.0,0.0,5011.0
4954,3.5,4.0,2.0,9.0,1000000.0,2060.0,1120.0,12528.0
4955,2.75,5.0,2.0,7.0,1000000.0,1510.0,0.0,5700.0
4956,2.5,4.0,2.0,8.0,525000.0,3070.0,0.0,7200.0
4957,2.25,3.0,2.0,8.0,436000.0,1800.0,0.0,6680.0
4958,1.75,3.0,1.0,8.0,450000.0,1540.0,0.0,9154.0
4959,1.75,3.0,1.0,8.0,588500.0,1970.0,360.0,14892.0
4960,1.75,4.0,1.0,7.0,340000.0,1400.0,0.0,8374.0
4961,2.5,4.0,1.5,8.0,482000.0,1976.0,870.0,85377.0
4962,3.5,4.0,2.0,11.0,1580000.0,5830.0,0.0,131116.0
4964,1.5,3.0,1.0,8.0,330000.0,1440.0,0.0,7875.0
4965,2.5,3.0,3.0,8.0,568000.0,1740.0,0.0,1279.0
4966,1.75,3.0,1.0,7.0,239000.0,1470.0,0.0,8925.0
4967,2.5,3.0,2.0,8.0,528000.0,2810.0,0.0,4932.0
4968,3.0,4.0,1.0,7.0,385000.0,1350.0,740.0,5102.0
4969,3.25,4.0,2.0,10.0,825000.0,2570.0,1540.0,14219.0
4970,3.25,5.0,2.0,9.0,815000.0,2350.0,880.0,5000.0
4971,2.5,4.0,2.0,9.0,625000.0,2601.0,0.0,34335.0
4972,1.75,3.0,1.0,8.0,690000.0,1340.0,730.0,6000.0
4973,1.0,3.0,1.0,7.0,210000.0,1270.0,390.0,7440.0
4974,1.0,4.0,1.5,7.0,599000.0,1590.0,0.0,4280.0
4975,1.75,3.0,1.0,8.0,860000.0,1310.0,550.0,5584.0
4976,1.0,3.0,1.0,6.0,147200.0,1420.0,0.0,9600.0
4977,1.0,3.0,1.5,6.0,476900.0,960.0,280.0,5758.0
4978,2.5,4.0,1.0,8.0,450000.0,1590.0,910.0,36254.0
4979,2.5,4.0,2.0,8.0,570000.0,2640.0,0.0,11816.0
4980,1.0,3.0,1.5,7.0,567500.0,1440.0,0.0,3060.0
4981,3.25,5.0,2.0,9.0,790000.0,2130.0,900.0,20446.0
4982,1.5,3.0,1.0,7.0,875000.0,1820.0,0.0,12686.0
4983,2.0,3.0,2.0,9.0,490000.0,1640.0,580.0,10275.0
4984,1.75,3.0,1.0,7.0,335000.0,1410.0,1020.0,9133.0
4985,1.75,3.0,1.0,8.0,550000.0,1670.0,0.0,10798.0
4986,1.75,3.0,1.0,7.0,385000.0,940.0,240.0,10541.0
4987,1.75,3.0,1.0,7.0,395000.0,1210.0,410.0,8085.0
4988,1.0,2.0,1.0,8.0,650000.0,1030.0,0.0,5750.0
4989,2.75,4.0,2.0,9.0,637000.0,2900.0,0.0,5803.0
4991,1.75,3.0,1.0,8.0,322400.0,1710.0,0.0,15844.0
4992,1.5,3.0,1.0,6.0,233500.0,1580.0,0.0,10517.0
4993,2.0,3.0,1.0,7.0,400000.0,990.0,240.0,11413.0
4994,2.5,5.0,1.5,7.0,547000.0,1420.0,780.0,4080.0
4996,3.5,4.0,1.0,10.0,1030000.0,2040.0,0.0,19850.0
4997,1.0,3.0,1.0,7.0,365000.0,1090.0,0.0,6435.0
4998,2.75,5.0,2.0,8.0,699000.0,2970.0,0.0,36817.0
4999,1.75,3.0,1.0,8.0,525000.0,1970.0,0.0,8000.0
5000,3.0,4.0,2.0,9.0,430000.0,2450.0,770.0,8936.0
5001,1.0,3.0,1.0,7.0,325000.0,1600.0,0.0,7500.0
5002,1.0,2.0,1.0,6.0,279000.0,670.0,0.0,6300.0
5003,1.75,4.0,2.0,7.0,805000.0,1660.0,700.0,4750.0
5004,3.0,3.0,1.5,7.0,419950.0,1540.0,610.0,3962.0
5005,1.0,2.0,1.0,6.0,425000.0,620.0,0.0,4455.0
5006,1.75,4.0,2.0,7.0,446000.0,1730.0,0.0,5922.0
5007,2.0,5.0,1.0,7.0,455000.0,1040.0,1460.0,7860.0
5008,1.0,3.0,1.0,6.0,226550.0,990.0,0.0,4440.0
5009,2.0,3.0,1.5,8.0,764000.0,1420.0,0.0,4080.0
5010,2.25,3.0,2.0,8.0,439950.0,2170.0,0.0,15000.0
5011,2.0,4.0,1.0,8.0,453000.0,1880.0,0.0,5100.0
5012,1.0,3.0,1.0,7.0,219950.0,1300.0,0.0,9620.0
5013,1.5,3.0,2.0,7.0,702500.0,1930.0,430.0,6750.0
5014,1.5,3.0,1.0,8.0,285000.0,1780.0,0.0,12231.0
5015,2.25,2.0,3.0,8.0,798750.0,2160.0,0.0,2578.0
5016,1.0,2.0,1.0,7.0,320000.0,950.0,0.0,5316.0
5017,1.75,3.0,1.5,8.0,425000.0,1680.0,0.0,14630.0
5018,2.5,4.0,2.0,9.0,540000.0,2290.0,0.0,4450.0
5019,5.25,4.0,2.0,11.0,1060000.0,4140.0,0.0,14757.0
5020,3.75,4.0,3.0,8.0,1170000.0,3920.0,0.0,4500.0
5021,1.75,3.0,1.0,7.0,576000.0,1500.0,0.0,13891.0
5022,1.75,3.0,1.0,7.0,525000.0,1140.0,580.0,7200.0
5023,2.5,4.0,2.0,7.0,324950.0,2641.0,0.0,8615.0
5024,2.5,3.0,2.0,9.0,600000.0,3930.0,1000.0,77536.0
5025,2.5,3.0,1.0,8.0,464000.0,1520.0,940.0,5400.0
5026,2.25,4.0,2.0,8.0,266000.0,1995.0,0.0,7102.0
5027,2.5,3.0,2.0,10.0,775000.0,3010.0,0.0,74390.0
5029,2.75,4.0,2.0,9.0,550000.0,3080.0,0.0,6731.0
5030,2.25,3.0,2.0,7.0,235000.0,1670.0,0.0,7606.0
5031,2.0,3.0,1.0,7.0,280000.0,1470.0,0.0,8089.0
5032,1.75,3.0,1.0,7.0,459000.0,1260.0,470.0,7807.0
5033,1.0,3.0,1.0,7.0,195000.0,1070.0,0.0,7615.0
5034,1.5,3.0,1.0,7.0,235000.0,1080.0,580.0,8738.0
5035,2.25,4.0,1.0,8.0,711800.0,2410.0,0.0,16650.0
5036,2.5,3.0,3.0,7.0,440000.0,1040.0,0.0,1032.0
5037,1.0,2.0,1.0,7.0,515000.0,970.0,0.0,3300.0
5038,2.75,5.0,1.5,8.0,1200000.0,2910.0,0.0,9480.0
5039,1.75,3.0,1.5,8.0,560000.0,2340.0,0.0,12443.0
5040,1.75,3.0,1.0,7.0,340000.0,1330.0,550.0,11249.0
5041,1.0,2.0,1.5,6.0,600000.0,970.0,140.0,3500.0
5042,2.5,4.0,2.0,9.0,764000.0,2790.0,0.0,7938.0
5043,2.0,4.0,1.0,8.0,337000.0,1590.0,0.0,8779.0
5044,2.75,6.0,1.0,10.0,1390000.0,2850.0,2850.0,20000.0
5045,1.0,4.0,1.0,6.0,249000.0,1060.0,140.0,7552.0
5046,3.0,3.0,1.0,8.0,350000.0,2360.0,840.0,35782.0
5047,2.25,3.0,1.0,7.0,269950.0,1150.0,360.0,6000.0
5048,1.75,3.0,1.0,7.0,735000.0,1880.0,0.0,108900.0
5049,2.5,4.0,2.0,8.0,1300000.0,2070.0,1000.0,4000.0
5050,2.25,4.0,2.0,8.0,475000.0,2110.0,0.0,7560.0
5051,2.0,3.0,1.5,9.0,339000.0,2350.0,0.0,8459.0
5052,3.5,4.0,1.0,8.0,600000.0,1660.0,1610.0,15160.0
5053,1.75,4.0,1.0,7.0,397500.0,1320.0,900.0,4760.0
5054,3.5,4.0,2.0,11.0,1530000.0,5990.0,0.0,111078.0
5055,2.0,3.0,2.0,7.0,460000.0,1760.0,0.0,9055.0
5056,2.75,4.0,1.0,7.0,370000.0,1120.0,1080.0,5207.0
5057,1.0,4.0,1.5,6.0,250000.0,1550.0,0.0,7296.0
5058,3.75,4.0,2.0,11.0,1100000.0,5070.0,0.0,60123.0
5059,2.25,2.0,2.0,8.0,430000.0,1040.0,0.0,1516.0
5060,1.5,3.0,1.5,8.0,1090000.0,1660.0,900.0,4000.0
5061,1.75,3.0,1.0,8.0,670000.0,1850.0,0.0,8160.0
5062,1.5,3.0,1.0,7.0,461550.0,1790.0,300.0,11895.0
5063,2.5,3.0,2.0,8.0,479990.0,1390.0,620.0,2386.0
5064,2.5,4.0,2.0,8.0,643000.0,2518.0,0.0,4663.0
5065,2.75,3.0,2.0,8.0,607000.0,2040.0,770.0,12813.0
5066,2.5,3.0,1.0,9.0,625000.0,2600.0,0.0,10092.0
5068,2.5,3.0,2.0,8.0,859000.0,2920.0,0.0,434728.0
5069,2.5,4.0,2.0,8.0,435000.0,2130.0,0.0,10375.0
5071,1.0,3.0,1.5,7.0,740000.0,1230.0,0.0,6380.0
5072,1.75,3.0,1.0,9.0,740000.0,2020.0,0.0,9478.0
5073,2.0,3.0,1.0,7.0,250000.0,990.0,440.0,7280.0
5074,2.5,2.0,3.0,7.0,656000.0,1820.0,450.0,1763.0
5075,2.5,4.0,2.0,8.0,300000.0,1910.0,0.0,8058.0
5076,1.5,3.0,1.0,7.0,643000.0,1780.0,0.0,214315.0
5077,2.5,4.0,2.0,7.0,311000.0,2690.0,0.0,6124.0
5078,1.75,3.0,1.0,7.0,360000.0,1330.0,0.0,7482.0
5079,2.5,4.0,1.0,8.0,475000.0,1700.0,1360.0,10043.0
5080,3.25,3.0,3.0,8.0,469950.0,1760.0,0.0,1778.0
5081,1.75,3.0,1.0,7.0,240000.0,1570.0,0.0,8750.0
5082,1.0,2.0,1.0,6.0,232000.0,810.0,150.0,8100.0
5083,2.0,3.0,1.0,7.0,350000.0,1680.0,0.0,81893.0
5084,1.0,2.0,1.5,7.0,803000.0,1440.0,0.0,33747.0
5085,2.25,3.0,1.0,8.0,355000.0,1600.0,360.0,7000.0
5086,2.0,4.0,1.0,7.0,475000.0,840.0,950.0,2250.0
5087,2.5,3.0,2.0,9.0,823000.0,2560.0,0.0,9825.0
5088,1.5,2.0,1.0,7.0,395000.0,1010.0,0.0,3060.0
5091,2.5,3.0,2.0,10.0,961500.0,3910.0,0.0,14000.0
5092,1.75,4.0,1.0,9.0,833000.0,2260.0,0.0,12238.0
5093,2.25,3.0,2.0,8.0,479000.0,2110.0,0.0,11319.0
5094,2.5,4.0,2.0,10.0,1150000.0,3340.0,0.0,10422.0
5095,1.0,3.0,1.5,6.0,267000.0,1400.0,0.0,8100.0
5096,1.75,4.0,1.5,7.0,555000.0,1760.0,0.0,94525.0
5097,2.5,3.0,2.0,8.0,490000.0,2010.0,0.0,9725.0
5098,2.0,4.0,1.5,8.0,619000.0,1550.0,750.0,3400.0
5099,2.75,5.0,1.0,7.0,569950.0,1600.0,910.0,28185.0
5100,2.0,3.0,2.0,7.0,549000.0,1340.0,0.0,3000.0
5102,3.5,4.0,1.0,7.0,400000.0,2140.0,1210.0,9681.0
5103,2.75,4.0,2.0,9.0,692500.0,3710.0,0.0,7984.0
5104,2.5,4.0,2.0,8.0,310000.0,2430.0,0.0,5499.0
5105,1.75,3.0,1.0,8.0,499900.0,1630.0,800.0,8820.0
5106,2.25,3.0,2.0,8.0,492000.0,2100.0,0.0,7335.0
5107,2.5,2.0,1.0,9.0,460000.0,1880.0,0.0,40575.0
5108,2.5,3.0,2.0,8.0,800000.0,1630.0,0.0,2640.0
5109,1.0,4.0,1.5,7.0,832600.0,1640.0,0.0,4200.0
5110,2.75,4.0,1.0,8.0,470000.0,1670.0,640.0,7350.0
5111,2.0,2.0,1.0,8.0,542000.0,1930.0,0.0,4500.0
5112,4.5,4.0,2.0,10.0,1310000.0,3600.0,1150.0,13912.0
