,bathrooms,bedrooms,floors,grade,house_age,lat,long,price,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,zipcode
16197,3.0,4,2.0,7,5,47.3528,-122.146,260000.0,0.0,1530,8306,False,2010,98042
16224,2.5,4,2.0,8,3,47.3551,-122.054,387990.0,0.0,2640,5595,False,2011,98038
16271,2.75,4,2.0,9,1,47.4812,-122.12299999999999,565000.0,0.0,3260,4900,False,2013,98059
16318,2.5,3,2.0,8,5,47.3363,-122.213,257000.0,0.0,1740,3721,False,2009,98002
16366,2.5,3,2.0,9,1,47.6425,-122.374,629950.0,560.0,1680,1683,False,2014,98119
16383,1.75,2,2.0,8,1,47.5513,-121.99799999999999,395000.0,0.0,1210,1161,False,2014,98029
16416,4.25,6,2.0,10,2,47.5382,-122.11399999999999,1750000.0,1710.0,5860,13928,False,2013,98006
16450,2.75,4,3.0,9,0,47.7103,-122.10799999999999,779950.0,0.0,2840,4864,False,2014,98052
16501,3.5,4,2.0,8,5,47.5511,-122.391,885000.0,1110.0,3310,6000,True,2010,98136
16577,2.5,4,2.0,9,1,47.5127,-122.169,620000.0,0.0,2500,8282,False,2013,98056
16626,2.0,3,2.0,7,3,47.7368,-122.295,467000.0,0.0,1840,3432,False,2012,98155
16817,3.5,4,2.0,10,0,47.5569,-122.225,1400000.0,1000.0,3560,16782,False,2014,98040
16826,1.25,2,2.0,9,5,47.6193,-122.304,540000.0,180.0,1230,1569,False,2009,98112
17002,2.5,5,2.0,9,0,47.5463,-122.182,760369.0,0.0,2870,4712,False,2014,98006
17065,2.25,4,2.0,8,5,47.7638,-122.196,664500.0,330.0,3070,9210,False,2010,98011
17084,2.0,3,3.0,8,-1,47.6074,-122.305,350000.0,0.0,1380,3600,True,2015,98122
17106,2.25,4,2.0,9,2,47.3594,-122.20100000000001,342000.0,0.0,1964,3541,False,2013,98030
17203,2.5,3,3.0,8,0,47.7047,-122.34,410000.0,0.0,1509,1418,False,2014,98133
17228,2.5,3,2.0,9,1,47.6424,-122.374,629950.0,560.0,1680,1683,False,2014,98119
17231,4.0,5,2.0,10,1,47.6771,-122.18700000000001,1450000.0,0.0,4070,11334,False,2014,98033
17275,4.5,4,3.0,9,1,47.6875,-122.33,1350000.0,0.0,3420,7440,False,2014,98103
17291,2.5,4,2.0,9,3,47.674,-122.37100000000001,1070000.0,0.0,2740,5000,False,2012,98107
17624,2.75,5,2.0,9,3,47.5908,-122.06200000000001,858450.0,0.0,3460,7977,True,2011,98074
17649,3.0,5,1.0,8,0,47.7504,-122.307,559950.0,1060.0,2730,9519,False,2014,98155
17830,3.5,4,2.0,9,1,47.677,-122.33,1380000.0,1070.0,3130,4500,False,2014,98103
17907,2.5,4,2.0,8,4,47.5048,-122.155,427500.0,0.0,2430,3249,False,2010,98059
17930,2.5,3,3.0,9,2,47.6199,-122.3,906000.0,0.0,2030,1800,False,2013,98112
17942,3.5,4,2.0,9,0,47.6644,-122.29299999999999,1210000.0,0.0,3150,5500,False,2014,98105
17978,2.25,2,2.0,8,4,47.6861,-122.103,415000.0,0.0,1130,2191,False,2010,98052
17988,2.5,3,3.0,10,0,47.6798,-122.385,969950.0,0.0,2830,3750,False,2014,98117
17996,3.25,3,3.0,9,3,47.6177,-122.30799999999999,742000.0,0.0,1540,704,False,2011,98122
18008,2.25,3,3.0,8,1,47.7006,-122.339,539950.0,0.0,1860,1558,False,2014,98103
18113,2.5,2,1.0,8,2,47.7115,-122.014,765000.0,0.0,2170,6750,False,2012,98053
18127,2.5,3,2.0,7,2,47.3671,-122.113,317950.0,0.0,1980,4500,False,2012,98042
18277,2.75,4,2.0,9,0,47.6847,-122.01700000000001,895990.0,0.0,3555,6565,False,2014,98053
18297,1.75,2,2.0,8,0,47.6647,-122.28399999999999,549900.0,200.0,1140,936,False,2014,98105
18299,2.5,3,2.0,10,5,47.5906,-122.057,835000.0,0.0,2960,6856,False,2009,98074
18424,2.5,2,2.0,7,3,47.6007,-122.305,380000.0,170.0,1230,987,False,2011,98144
18655,3.0,5,2.0,9,3,47.6852,-122.184,825000.0,0.0,3070,8474,False,2011,98033
18736,1.75,3,1.0,7,3,47.3612,-122.103,259000.0,0.0,1260,3604,False,2012,98042
18775,2.5,4,2.0,9,2,47.3689,-122.05799999999999,465000.0,0.0,3060,6000,False,2012,98038
18788,3.0,3,1.0,8,4,47.7651,-122.24600000000001,445000.0,0.0,1970,24318,False,2010,98028
18805,2.25,3,2.0,9,1,47.5525,-122.273,474950.0,0.0,1850,2575,False,2013,98118
18814,2.75,5,2.0,9,0,47.5937,-122.061,919950.0,0.0,3170,7062,False,2014,98074
18956,2.5,3,3.0,10,0,47.6799,-122.385,959000.0,0.0,2830,3750,False,2014,98117
18985,3.0,5,1.0,8,2,47.7657,-122.28399999999999,565000.0,970.0,2560,12480,False,2012,98155
19052,3.25,3,2.0,8,5,47.7348,-121.96600000000001,402500.0,0.0,2780,4002,False,2009,98019
19137,3.5,4,2.0,8,0,47.4349,-122.32799999999999,600600.0,0.0,3110,6829,False,2014,98148
19204,2.5,3,3.0,8,1,47.6987,-122.365,539950.0,0.0,1330,2183,False,2014,98117
19223,2.5,3,2.0,7,5,47.3352,-122.052,270000.0,0.0,1780,5015,False,2010,98042
19238,3.5,3,1.0,10,4,47.4002,-122.21700000000001,680000.0,1600.0,3650,103672,False,2011,98031
19252,3.5,3,2.0,7,2,47.6302,-122.344,495000.0,550.0,1650,1577,False,2012,98109
19313,2.5,4,2.0,9,0,47.6916,-122.37,812000.0,0.0,2270,5000,False,2014,98117
19380,3.25,4,2.0,10,0,47.5554,-122.26700000000001,846000.0,650.0,2720,4000,False,2014,98118
19476,3.25,4,2.0,9,5,47.6944,-122.022,840000.0,0.0,3500,5960,False,2010,98053
19486,3.0,5,2.0,8,1,47.5082,-122.36200000000001,445000.0,0.0,2420,11250,False,2013,98146
19514,2.5,4,2.0,8,0,47.5524,-121.999,484998.0,0.0,1540,1870,False,2014,98029
19568,2.25,2,2.0,8,0,47.6647,-122.28399999999999,555000.0,200.0,1160,954,False,2014,98105
19586,2.5,4,2.0,8,2,47.6898,-122.015,669000.0,0.0,2470,4945,False,2012,98053
19591,2.75,4,2.0,9,0,47.7557,-122.309,689000.0,0.0,3250,10000,False,2014,98155
19608,2.5,3,2.0,9,5,47.7127,-122.21600000000001,825500.0,0.0,2780,11964,False,2009,98034
19609,3.25,5,2.0,9,0,47.6785,-122.39200000000001,1060000.0,750.0,3230,3825,False,2014,98117
19614,2.5,4,2.0,8,1,47.7043,-122.12200000000001,855169.0,0.0,2970,5050,False,2014,98052
19616,2.25,3,3.0,8,0,47.6536,-122.354,580000.0,0.0,1480,1026,False,2014,98103
19617,2.5,3,2.0,8,3,47.7447,-121.984,377000.0,,1870,5333,False,2012,98019
19618,2.75,4,2.0,7,0,47.3452,-122.209,329900.0,0.0,2475,4000,False,2014,98002
19619,2.5,4,2.0,10,2,47.6651,-122.40299999999999,921800.0,0.0,2950,7024,True,2012,98199
19620,2.25,3,3.0,9,1,47.5818,-122.402,529500.0,0.0,1410,905,False,2014,98116
19621,2.5,4,2.0,8,0,47.3551,-122.061,363990.0,0.0,2240,3712,False,2014,98038
19622,2.75,5,2.0,9,1,47.6237,-122.023,834950.0,0.0,3230,6500,False,2014,98074
19623,2.0,3,1.0,8,4,47.6907,-121.917,399000.0,0.0,2100,31550,False,2010,98014
19624,2.25,3,1.0,8,1,47.3714,-122.197,338900.0,0.0,1936,9495,False,2013,98030
19626,2.5,4,2.0,8,5,47.773,-122.265,493000.0,0.0,2070,4270,False,2010,98028
19628,2.5,3,2.0,8,1,47.4832,-121.774,456000.0,0.0,2130,5205,False,2013,98045
19629,2.25,3,2.5,8,4,47.54,-122.02600000000001,425000.0,80.0,1620,997,False,2010,98027
19631,4.0,5,2.0,9,0,47.7049,-122.125,1040000.0,0.0,4180,7232,False,2014,98052
19633,3.75,4,2.0,9,2,47.5991,-122.2,1260000.0,0.0,3490,9170,False,2012,98004
19634,1.0,3,1.0,7,1,47.7074,-121.36399999999999,155000.0,,1300,6098,False,2013,98014
19637,2.5,5,2.0,7,5,47.4911,-122.154,429000.0,0.0,2340,4500,False,2009,98059
19638,1.75,3,2.0,8,0,47.5171,-122.34700000000001,267800.0,0.0,1410,1899,False,2014,98106
19639,2.5,3,2.0,7,1,47.4973,-122.346,369950.0,0.0,1930,8254,False,2014,98146
19642,3.25,4,2.0,10,1,47.5297,-122.073,839704.0,740.0,2950,4161,False,2014,98027
19647,2.75,4,2.0,8,1,47.483999999999995,-121.771,499431.0,0.0,2620,6019,False,2013,98045
19651,3.5,4,3.0,10,2,47.6262,-122.323,1450000.0,0.0,2860,2199,False,2013,98102
19654,3.5,5,2.0,9,0,47.7338,-122.208,865950.0,1300.0,4890,12039,False,2014,98011
19659,2.75,3,1.0,7,5,47.1942,-121.977,280000.0,0.0,1740,5639,True,2010,98022
19660,2.5,4,2.0,8,3,47.3058,-122.277,359000.0,0.0,2575,4725,True,2011,98001
19664,2.5,3,1.0,8,1,47.2683,-121.946,465000.0,0.0,1920,144619,False,2014,98022
19665,3.25,4,2.0,10,1,47.6235,-122.19200000000001,1850000.0,0.0,4160,10335,False,2014,98004
19668,2.5,3,2.0,10,1,47.7159,-122.251,2210000.0,0.0,3430,10177,False,2014,98034
19669,3.5,4,2.0,9,0,47.6482,-122.40799999999999,1050000.0,780.0,3390,3979,False,2014,98199
19670,3.75,6,2.0,9,1,47.5441,-122.117,915000.0,0.0,2930,14980,False,2013,98006
19673,2.5,4,2.0,8,3,47.3737,-122.164,375000.0,0.0,2310,7800,False,2011,98042
19675,2.5,4,2.0,7,5,47.2822,-122.35700000000001,319000.0,0.0,2020,5100,False,2010,98023
19676,1.5,3,3.0,8,5,47.7236,-122.353,325000.0,0.0,1270,1067,True,2009,98133
19677,2.75,4,2.0,8,1,47.4834,-121.773,505657.0,0.0,2790,8092,False,2013,98045
19678,2.5,4,2.0,7,5,47.3662,-122.01899999999999,340000.0,0.0,2320,4142,False,2010,98038
19679,2.5,3,2.0,7,3,47.2589,-122.256,250000.0,0.0,1750,6351,False,2012,98001
19680,2.5,4,2.0,8,0,47.3515,-122.275,349500.0,0.0,2030,4596,True,2014,98001
19682,3.25,5,2.0,8,2,47.5394,-122.02799999999999,715000.0,480.0,2710,2356,False,2013,98027
19683,2.75,4,2.0,8,0,47.7214,-122.289,689950.0,0.0,2520,8433,False,2014,98125
19685,3.0,2,3.0,8,1,47.6741,-122.384,657000.0,0.0,1570,1281,True,2014,98107
19687,2.75,4,2.0,7,0,47.345,-122.21,319900.0,0.0,2475,4276,False,2014,98002
19688,3.75,3,2.0,9,5,47.566,-122.29,532000.0,1090.0,2260,2050,False,2010,98118
19691,2.25,3,3.0,9,1,47.5482,-122.38799999999999,885000.0,0.0,2940,6500,False,2014,98136
19694,2.75,4,2.0,9,0,47.6948,-122.179,839950.0,0.0,3010,7200,True,2014,98033
19696,2.5,3,2.0,7,3,47.3451,-122.215,263000.0,0.0,1584,3200,True,2011,98002
19698,2.5,4,2.0,8,1,47.4795,-122.126,505000.0,0.0,2420,5006,False,2013,98059
19700,2.5,3,2.0,8,2,47.4517,-122.204,400000.0,0.0,2393,4788,False,2012,98055
19703,3.5,4,2.0,8,0,47.4776,-122.12200000000001,549995.0,710.0,2970,6587,False,2014,98059
19704,2.5,3,2.0,8,5,47.361999999999995,-122.2,327555.0,0.0,2329,5720,False,2010,98030
19706,2.25,4,2.0,9,0,47.5674,-122.39200000000001,673000.0,0.0,2580,2875,False,2015,98116
19707,2.5,3,2.0,9,0,47.341,-122.18,384435.0,0.0,2029,3906,False,2014,98003
19709,3.75,5,2.0,9,0,47.6497,-122.339,1380000.0,860.0,3330,5042,True,2014,98103
19710,3.5,5,2.0,8,2,47.7048,-122.111,950968.0,0.0,3220,5081,False,2013,98052
19718,1.5,3,2.0,7,5,47.386,-122.162,250000.0,0.0,1072,4339,False,2009,98042
19719,2.75,4,2.0,8,0,47.4831,-121.773,484259.0,0.0,2790,5000,False,2014,98045
19721,2.5,3,2.0,8,2,47.5337,-121.84100000000001,450000.0,0.0,1800,4357,False,2013,98065
19723,2.5,3,2.0,8,4,47.7733,-122.266,450000.0,0.0,2280,4557,False,2010,98028
19725,2.25,3,3.0,8,0,47.6585,-122.348,660000.0,0.0,1570,1680,False,2014,98103
19727,3.75,4,2.0,10,2,47.5872,-122.055,949950.0,0.0,4120,8258,False,2012,98075
19728,2.5,4,2.0,9,5,47.5405,-121.993,759990.0,0.0,2540,5760,False,2009,98029
19729,2.75,4,2.0,8,1,47.3522,-122.275,355000.0,0.0,2050,4000,False,2014,98001
19730,2.75,4,2.0,9,0,47.6948,-122.178,889950.0,0.0,3080,7242,False,2014,98033
19732,2.5,4,2.0,9,3,47.5187,-122.208,745000.0,0.0,3170,5100,False,2012,98056
19734,2.5,3,2.0,8,5,47.5664,-122.369,335000.0,130.0,1090,1139,False,2009,98126
19736,2.5,4,2.0,8,2,47.515,-121.869,569950.0,0.0,3230,5899,False,2012,98065
19738,2.5,4,2.0,8,5,47.3582,-122.2,282000.0,0.0,1785,2552,False,2009,98030
19741,2.25,3,3.0,8,5,47.5405,-122.02600000000001,420000.0,80.0,1620,1075,True,2009,98027
19744,3.0,4,2.0,7,2,47.3532,-122.211,292000.0,0.0,1984,4460,False,2012,98002
19745,2.25,3,3.0,8,1,47.6636,-122.319,645000.0,0.0,1640,1023,False,2014,98105
19747,3.5,4,2.0,8,4,47.7327,-121.965,489500.0,730.0,2730,5707,False,2011,98019
19749,1.0,2,2.0,7,3,47.6911,-122.31299999999999,390000.0,0.0,962,1992,False,2012,98115
19750,3.5,4,2.0,8,1,47.5439,-122.01100000000001,815000.0,690.0,3040,4006,False,2013,98029
19751,3.5,3,2.0,9,1,47.547,-122.19200000000001,719000.0,530.0,2540,10578,False,2014,98006
19752,2.5,4,2.0,8,1,47.2911,-122.266,331210.0,0.0,2240,4800,True,2014,98001
19754,4.0,5,2.0,8,3,47.7329,-121.96600000000001,465000.0,800.0,3210,7200,True,2011,98019
19758,2.5,4,2.0,8,5,47.3494,-122.041,328000.0,0.0,1850,5388,False,2009,98038
19759,2.5,4,2.0,10,5,47.5167,-121.885,701000.0,0.0,3340,5314,False,2010,98065
19760,2.75,3,2.0,8,0,47.3483,-122.042,408000.0,0.0,2670,4800,True,2014,98038
19764,2.5,3,2.0,8,5,47.4949,-122.149,538000.0,0.0,3010,7014,False,2009,98059
19765,3.5,5,2.0,10,0,47.3008,-122.38600000000001,450000.0,1281.0,3931,9497,False,2014,98023
19766,2.5,3,2.0,8,3,47.5458,-122.369,362500.0,0.0,1800,2700,False,2011,98126
19768,2.5,3,2.0,8,1,47.73,-122.335,679950.0,0.0,2230,3939,False,2014,98133
19771,2.0,2,1.0,8,5,47.708999999999996,-122.01899999999999,439950.0,0.0,1440,4666,False,2010,98053
19772,2.5,4,2.0,8,0,47.2824,-122.295,349900.0,0.0,2052,3723,True,2014,98003
19773,2.5,5,2.0,8,0,47.5168,-122.37799999999999,550000.0,0.0,2780,9272,False,2014,98126
19775,2.25,2,2.0,9,1,47.6461,-122.36200000000001,655000.0,280.0,1460,1851,True,2014,98119
19777,4.5,6,2.0,9,3,47.5687,-122.291,729999.0,,3600,6110,False,2012,98118
19779,2.5,2,2.0,8,5,47.5874,-122.38600000000001,369000.0,310.0,980,895,False,2009,98116
19780,2.5,3,2.0,8,4,47.56399999999999,-122.09299999999999,509900.0,0.0,1790,2700,False,2010,98027
19782,2.5,3,2.0,8,0,47.3696,-122.01799999999999,387865.0,0.0,2370,4200,False,2014,98038
19786,2.75,4,2.0,10,0,47.4947,-122.171,545000.0,0.0,2650,6717,False,2014,98056
19789,1.75,3,3.0,9,-1,47.6047,-122.305,455000.0,0.0,1320,1014,False,2015,98122
19790,2.75,4,2.0,10,4,47.5156,-121.884,575000.0,0.0,3120,7644,False,2010,98065
19791,2.25,3,3.0,7,0,47.6935,-122.34100000000001,449950.0,0.0,1540,1270,False,2014,98103
19792,2.5,3,2.0,8,3,47.5455,-122.37100000000001,364000.0,0.0,1800,2790,False,2011,98126
19793,2.5,4,2.0,9,0,47.7049,-122.12299999999999,932990.0,0.0,3640,6389,False,2014,98052
19795,4.0,4,2.0,9,1,47.6173,-122.056,949990.0,0.0,3970,7314,False,2014,98074
19796,2.5,3,2.0,8,0,47.3706,-122.01700000000001,326989.0,0.0,2060,4200,False,2014,98038
19797,2.5,3,2.0,8,1,47.2584,-122.196,335606.0,0.0,2538,4600,False,2013,98092
19800,2.75,4,2.0,11,1,47.5059,-122.146,962000.0,0.0,3340,5700,False,2013,98059
19801,2.5,2,2.0,8,2,47.5449,-122.01100000000001,395825.0,0.0,1590,1679,False,2012,98029
19802,2.75,5,2.0,8,0,47.3547,-122.06200000000001,419354.0,0.0,2710,4500,False,2014,98038
19805,2.5,4,2.0,7,5,47.515,-121.87299999999999,480000.0,,2430,5000,False,2009,98065
19808,2.5,3,2.0,9,5,47.6179,-122.301,730000.0,620.0,1860,1290,False,2010,98122
19810,3.25,3,2.0,7,0,47.5434,-122.368,358990.0,310.0,1710,2171,False,2014,98106
19811,2.5,4,2.0,8,0,47.5019,-122.34,398651.0,0.0,2650,4120,False,2014,98146
19813,2.5,4,2.0,9,1,47.5137,-122.169,610360.0,0.0,2610,5562,False,2013,98056
19815,2.75,4,2.0,10,2,47.6036,-122.059,925000.0,0.0,3730,8014,True,2012,98074
19817,2.5,4,2.0,9,5,47.678999999999995,-122.15299999999999,760000.0,0.0,3330,7399,False,2009,98052
19818,2.25,3,2.0,8,5,47.4293,-122.18799999999999,293000.0,0.0,1910,3481,False,2009,98055
19819,2.5,2,1.0,8,2,47.7112,-122.01899999999999,695000.0,0.0,2170,7665,False,2013,98053
19820,2.5,3,2.0,7,3,47.3517,-122.21,285000.0,0.0,2437,5136,False,2011,98002
19821,4.0,5,2.0,10,0,47.5959,-122.014,1260000.0,0.0,4180,12042,False,2014,98075
19822,2.5,3,2.0,8,3,47.5442,-122.37100000000001,379900.0,0.0,1800,2791,False,2011,98126
19826,2.5,4,2.0,9,0,47.2599,-122.19200000000001,418395.0,0.0,2906,5893,False,2014,98092
19828,2.75,4,2.0,9,0,47.4827,-122.131,659950.0,0.0,3550,9400,True,2014,98059
19829,2.25,3,3.0,8,1,47.5402,-122.387,484950.0,0.0,1590,926,False,2014,98136
19831,2.5,4,2.0,8,5,47.4944,-122.149,519000.0,0.0,3250,4500,True,2009,98059
19832,4.5,5,2.0,10,5,47.663999999999994,-122.2,1710000.0,0.0,4590,14685,False,2009,98033
19838,2.5,3,2.0,7,3,47.745,-122.181,439000.0,0.0,1680,2801,False,2011,98011
19840,3.25,4,2.0,10,3,47.5311,-122.134,1080000.0,0.0,4800,12727,False,2011,98059
19841,2.5,4,2.0,9,5,47.3785,-122.023,435000.0,0.0,3100,4699,False,2010,98038
19843,2.75,4,2.0,10,2,47.6959,-122.133,1100000.0,0.0,3590,5625,False,2012,98052
19845,2.5,3,2.0,8,2,47.2581,-122.2,328000.0,0.0,2242,4800,False,2013,98092
19847,2.0,3,3.0,9,0,47.6692,-122.37200000000001,649000.0,0.0,1530,1442,False,2015,98107
19848,2.5,4,2.0,7,4,47.5048,-122.154,435000.0,0.0,2150,3143,False,2010,98059
19849,2.5,3,2.0,10,0,47.5595,-122.365,625000.0,0.0,2440,4800,False,2014,98106
19851,2.25,3,2.0,7,5,47.761,-122.23200000000001,400000.0,0.0,1450,4706,True,2009,98028
19852,2.5,3,3.0,10,0,47.6797,-122.385,979000.0,0.0,2690,4047,False,2014,98117
19854,3.5,4,2.0,8,3,47.5377,-122.046,665000.0,420.0,2650,3474,False,2011,98027
19860,4.5,5,2.0,10,0,47.7325,-122.165,995500.0,0.0,4280,8465,True,2014,98034
19861,3.0,3,2.0,8,1,47.4831,-121.773,427874.0,0.0,2340,5002,True,2013,98045
19862,2.5,4,2.0,8,0,47.5014,-122.34100000000001,334990.0,0.0,2220,4228,False,2014,98146
19865,2.75,4,2.0,9,2,47.7076,-122.115,952990.0,0.0,3550,6558,False,2013,98052
19866,1.75,2,3.0,8,2,47.6536,-122.35799999999999,622500.0,90.0,1510,851,False,2013,98107
19869,1.5,1,3.0,7,3,47.5924,-122.29899999999999,310000.0,0.0,1120,912,False,2011,98144
19871,2.5,4,2.0,9,0,47.5756,-122.071,907687.0,630.0,3560,6786,False,2014,98075
19872,2.5,2,1.0,8,4,47.7094,-122.01799999999999,741500.0,0.0,2150,5760,False,2010,98053
19873,2.5,3,2.0,8,3,47.7329,-121.976,395000.0,290.0,2130,5088,False,2011,98019
19874,2.75,5,2.0,8,1,47.4853,-122.154,559950.0,0.0,2990,6370,False,2014,98059
19876,2.5,4,2.0,9,4,47.31399999999999,-122.023,390000.0,0.0,2610,7227,True,2011,98010
19882,2.5,4,2.0,8,1,47.496,-122.169,389950.0,0.0,2240,5500,False,2013,98056
19883,2.25,3,3.0,8,4,47.6989,-122.346,380000.0,0.0,1550,1485,False,2011,98103
19885,3.0,3,2.0,8,3,47.4408,-122.161,432500.0,0.0,2500,6000,True,2012,98058
19887,2.5,3,2.0,9,3,47.7312,-122.334,500000.0,0.0,1720,3012,False,2011,98133
19888,2.25,3,3.0,9,0,47.6073,-122.304,615000.0,0.0,1760,1146,False,2014,98122
19891,3.5,5,2.0,9,0,47.5265,-121.887,802945.0,0.0,4000,9234,False,2015,98024
19893,2.5,3,3.0,8,1,47.669,-122.402,598950.0,0.0,1480,1531,False,2014,98107
19895,2.75,4,2.0,9,5,47.5209,-121.874,515000.0,0.0,2700,5150,False,2009,98065
19897,3.5,4,2.5,8,1,47.5044,-122.17,400000.0,0.0,2370,3692,False,2013,98056
19900,1.5,5,2.0,9,0,47.6067,-122.053,804995.0,0.0,3360,5402,False,2014,98074
19901,3.25,4,2.0,8,2,47.5429,-122.012,825000.0,690.0,3040,4155,False,2013,98029
19904,2.5,4,2.0,9,0,47.2603,-122.194,411605.0,0.0,2658,3960,False,2014,98092
19905,3.25,3,2.0,8,1,47.5555,-122.363,315000.0,300.0,1480,983,False,2013,98106
19906,2.0,2,3.0,8,1,47.648999999999994,-122.383,455000.0,0.0,1350,1209,False,2013,98199
19909,1.75,2,2.0,8,2,47.5648,-122.294,340000.0,0.0,1270,1916,False,2012,98108
19910,2.5,3,2.0,8,1,47.2972,-122.348,409950.0,0.0,2655,5080,False,2013,98023
19914,1.75,2,1.0,9,2,47.4579,-122.443,730000.0,0.0,1728,95950,False,2012,98070
19918,2.5,3,2.0,8,0,47.2582,-122.196,339990.0,,2570,4600,False,2014,98092
19919,2.0,3,3.0,8,0,47.605,-122.304,515000.0,0.0,1560,1020,False,2014,98122
19920,1.75,3,2.0,8,2,47.6646,-122.367,541000.0,610.0,1630,1166,False,2013,98107
19922,2.5,4,2.0,8,4,47.3586,-122.15700000000001,320000.0,0.0,2223,5780,False,2010,98042
19924,2.75,5,2.0,8,1,47.5245,-122.184,740000.0,0.0,3050,7520,False,2014,98056
19925,2.75,5,2.0,8,0,47.3555,-122.061,450000.0,0.0,2710,6220,False,2014,98038
19926,2.5,4,2.0,8,3,47.5403,-122.286,455000.0,0.0,2090,4400,False,2011,98118
19928,2.5,3,1.0,9,1,47.4694,-121.98899999999999,650000.0,,2500,51836,False,2013,98027
19929,2.75,4,2.0,10,0,47.4954,-122.17200000000001,530000.0,0.0,2740,7872,False,2015,98056
19930,3.25,5,2.0,9,0,47.607,-122.053,829995.0,0.0,3360,6120,False,2014,98074
19931,2.75,4,2.0,8,5,47.7333,-121.976,395000.0,0.0,2280,5013,False,2009,98019
19932,2.75,4,2.0,9,0,47.6181,-122.056,859990.0,0.0,3520,5500,False,2014,98074
19934,2.75,4,2.0,9,2,47.6931,-122.022,743000.0,0.0,3410,5838,True,2012,98053
19937,2.5,3,2.0,7,5,47.3857,-122.162,260000.0,0.0,1427,4337,False,2009,98042
19939,2.75,4,2.0,8,3,47.4806,-122.125,570000.0,0.0,3250,5600,False,2011,98059
19941,2.5,2,3.0,9,5,47.6321,-122.361,840000.0,,1680,975,False,2009,98119
19942,2.5,3,3.0,9,2,47.6256,-122.29899999999999,950000.0,390.0,2280,2296,False,2013,98112
19943,2.5,3,2.0,9,0,47.5201,-121.885,572800.0,930.0,3310,4682,False,2015,98065
19947,3.5,4,2.0,9,2,47.5573,-122.02,801000.0,0.0,3290,8059,False,2012,98029
19950,2.5,4,2.0,7,2,47.3594,-122.08200000000001,320000.0,0.0,2300,3825,False,2012,98042
19951,3.25,4,1.0,9,1,47.5666,-122.29299999999999,500000.0,1030.0,2670,5001,False,2013,98108
19952,2.5,4,2.0,9,0,47.6971,-122.37100000000001,631625.0,0.0,2440,6651,False,2014,98117
19956,3.25,4,2.0,8,1,47.2966,-122.348,430236.0,730.0,3444,5166,False,2014,98023
19958,2.5,4,2.0,8,2,47.5431,-122.01100000000001,689500.0,0.0,2050,2772,False,2013,98029
19959,1.5,3,2.0,7,0,47.5667,-122.29700000000001,175003.0,0.0,1390,1882,True,2014,98108
19961,3.25,4,2.0,10,2,47.658,-122.006,1180000.0,0.0,3750,74052,False,2013,98053
19963,2.5,4,2.0,9,0,47.3428,-122.179,447055.0,0.0,2448,4949,False,2014,98030
19964,2.75,3,1.5,8,5,47.7185,-121.405,415000.0,0.0,2600,64626,False,2009,98014
19970,2.5,4,2.0,9,3,47.6695,-122.339,1470000.0,0.0,2800,4000,False,2011,98103
19972,2.5,4,2.0,9,0,47.6911,-122.29299999999999,897000.0,0.0,2820,6120,True,2014,98115
19974,2.25,3,2.0,9,0,47.6173,-122.31,685000.0,570.0,1710,1193,False,2014,98122
19976,2.25,3,3.0,8,0,47.6536,-122.354,619000.0,0.0,1650,946,False,2014,98103
19978,2.25,3,2.0,7,4,47.3452,-122.215,260000.0,0.0,1489,2800,False,2011,98002
19979,2.5,5,2.0,7,2,47.4914,-122.25299999999999,279000.0,0.0,2690,5557,False,2012,98178
19981,2.5,3,2.0,8,1,47.2611,-122.198,287000.0,0.0,1600,6315,False,2013,98092
19987,3.0,3,3.0,8,5,47.7176,-122.28399999999999,399000.0,0.0,1520,1884,False,2009,98125
19988,2.75,5,2.0,8,1,47.7133,-122.311,718000.0,0.0,3250,8100,False,2014,98125
19990,2.5,3,2.0,9,2,47.5443,-122.375,341000.0,300.0,1480,1663,True,2012,98126
19991,2.5,2,1.0,8,3,47.7095,-122.01899999999999,818000.0,0.0,2380,9374,False,2011,98053
19992,2.25,3,3.0,8,0,47.6196,-122.29700000000001,759000.0,0.0,1640,1873,False,2014,98112
19993,3.5,3,3.0,8,4,47.6823,-122.34700000000001,547500.0,0.0,1650,2262,False,2010,98103
19996,2.5,3,3.0,9,4,47.5894,-122.315,412000.0,0.0,1200,813,False,2010,98144
19998,2.5,4,2.0,9,0,47.3412,-122.179,460940.0,0.0,3202,4964,False,2014,98030
19999,2.25,3,3.0,7,4,47.7306,-122.291,321000.0,0.0,1347,1292,False,2010,98125
20000,3.5,4,2.0,9,0,47.5183,-121.88600000000001,633634.0,0.0,2960,6000,False,2014,98065
20003,3.5,5,2.0,9,3,47.5235,-122.16799999999999,887250.0,820.0,4320,7502,False,2012,98056
20004,2.5,3,1.0,8,4,47.7116,-122.01899999999999,739000.0,0.0,2310,7348,True,2010,98053
20005,2.0,3,3.0,8,0,47.57,-122.288,429900.0,0.0,1490,1286,False,2014,98144
20006,2.0,3,2.0,8,1,47.5492,-122.387,459000.0,480.0,1480,800,False,2014,98136
20007,2.25,3,2.0,7,2,47.3457,-122.21700000000001,240000.0,0.0,1481,2820,False,2012,98002
20008,3.0,3,3.0,8,0,47.6944,-122.37700000000001,566950.0,0.0,1730,1902,False,2014,98117
